"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52"
"02AOwJB1g9ETIDGZznyuAw",9,"y4ETe3DkcIjjr_eyeg5U5g","lTixk1IT.D4hoMZ6LgoyHQ","UUGoM4q4i8rK2CBRS0xDAw","sOYsxYYFl03PhHmz_rBDZQ","Vs7gc9EE3k9wARuUcN9piA","X2iTsRqUsPGRH1li1WVRvKQ","X7mGZrCzGGjS95SdRtEaGcQ","YRyYbOSwvHkZsZOLv98oQg","hihud..QRriCYZw1zZvW4g","ZAuAwz1ijuydn5yL3q3rzA","FogTa.wmjhVnJCoTiaxvZA","A0X1baHPgw9IiBRivu0G9g","fQt9QVAZM9PM0wFDdROvWw","DbEszO3wk1xVmN3pCPob2g","FvVSy2r7_zDEhZWqLgjXNQ","iA8Ve2sZKN5Vz3mYKrtCaQ","qmymSqVwHYRqdwfcBatzpQ","B_WggEKFq.ZFNui8CHPYvA","jLxeBgWhLRbII2ACkgH1Sg","gQMAcDm8kv8ev7x2BshMwg","HgdFqAvK31fB9sgBdOzo9g","UE3AvVnaPEBPneVahYT2eA","SwAZBCyFtVo_8vkRbJhdkA","HI56ArpYEbhEUeRx9Curpw","aD0EslPREWGDlSpD0RMlEg","xcmmTXhuMx2fZF2Bt69F4w","kj1p6NwUGROOoqNySf0I1Q","plWuv4gda7m0KlqCNhrb4w","wSojc.y.d7MWiGWdy8deCg","olmCDBoMF.EhN8U2livBSg","X2SfSzEd3B7WimeZac23zhg","Tw3miGKZHtmxmaQZIYFRrA","r_BrIgzYcwo1NAuG9dLbpg","q5xrVJ4kivx_yEfJeOKNYQ","gG9z6zr_49LocyCTvSFg0w","eDlgbI0Qg_mmI.Osvci0gw","Rg43a31sV7gNLZMjy.ZdCg","X6tSvz_21BMo3a4GaItwa0g","uKKNw68mZZaa1jcyszEbyA","E4JyAzB5_2quptwtemyhYA","w8RWhhuKxMiFCpvFvIQ3zg","jTZYireK6pnPb6Rni0jygw","X_u1Bq7QsgMUXSMex8QHqLQ","MM8n7SPaIuMlDGbUM5SZhA","X9a3DrZvpYxVs3k_qwlCNSw","X6Iu4YDjAPrDRRrPCt_E2zA","YmOWkved7K8q3eXgf4NNnA","O7ot_LMlCfLpOP9tBqeNfw","X7_Loa7mqtny7aNByryxOSA","X01fuY2NNscttoTxOYbuZXw"
"02OEHTLPT-OHckqvKsa8GA",0,"X7_Loa7mqtny7aNByryxOSA","lTixk1IT.D4hoMZ6LgoyHQ","fQt9QVAZM9PM0wFDdROvWw","y4ETe3DkcIjjr_eyeg5U5g","E4JyAzB5_2quptwtemyhYA","X7mGZrCzGGjS95SdRtEaGcQ","mDR12Hafvr84ctpsV6YLag","A0X1baHPgw9IiBRivu0G9g","ZAuAwz1ijuydn5yL3q3rzA","gG9z6zr_49LocyCTvSFg0w","w8RWhhuKxMiFCpvFvIQ3zg","HgdFqAvK31fB9sgBdOzo9g","N5B7OBTyNGgwU_Y2fwNcyw","xcmmTXhuMx2fZF2Bt69F4w","Tw3miGKZHtmxmaQZIYFRrA","Vs7gc9EE3k9wARuUcN9piA","jTZYireK6pnPb6Rni0jygw","FogTa.wmjhVnJCoTiaxvZA","HI56ArpYEbhEUeRx9Curpw","X7fxebHYUwIF6CakxSr70iQ","p5rpYtxS5xPQjt3MXYVEwA","X2iTsRqUsPGRH1li1WVRvKQ","B_WggEKFq.ZFNui8CHPYvA","MhiBpIBNTCAm1Xd3WzRzjQ","jLxeBgWhLRbII2ACkgH1Sg","tWiFat101ID5w_wgAPMXhA","mnwRtuVQEsIUomBchu0gwg","HCCg.rVnHQ2FI6lHs_LvUQ","X0W_pPAiTXgazY2mtX6o0_w","X6tSvz_21BMo3a4GaItwa0g","Sovgwq.E.n6wLqNh3X_rXg","yWUBX9Pe6pzh1PjVj04UmQ","uKKNw68mZZaa1jcyszEbyA","Rg43a31sV7gNLZMjy.ZdCg","pQ6e4fjq6kqRqLE6w8CfWQ","UUGoM4q4i8rK2CBRS0xDAw","DbEszO3wk1xVmN3pCPob2g","aD0EslPREWGDlSpD0RMlEg","dWrezcuIAO.Ckx1W0gu5jg","szhJLmdLDVFTevm8fu0T4A","OY0.hYJ2q6WiAqhYnCZZ0w","qmymSqVwHYRqdwfcBatzpQ","X_xAJZOKBMPOe47p1MphB2w","C9ImzBi5fn742ZcAYDww2A","wHVWfC_a6koeiJXAu78e1g","X1BrIPwRhJHOp6yBwjoRtgg","hihud..QRriCYZw1zZvW4g","YmOWkved7K8q3eXgf4NNnA","X_9vGmNrEcLWFOnUzeUdfag","LelAlfuj5oVRF9CQdWLsNQ"
"02RZ3ETfZBbVpC77UmnADg",9,"y4ETe3DkcIjjr_eyeg5U5g","lTixk1IT.D4hoMZ6LgoyHQ","UUGoM4q4i8rK2CBRS0xDAw","sOYsxYYFl03PhHmz_rBDZQ","Vs7gc9EE3k9wARuUcN9piA","YRyYbOSwvHkZsZOLv98oQg","X7mGZrCzGGjS95SdRtEaGcQ","hihud..QRriCYZw1zZvW4g","X2iTsRqUsPGRH1li1WVRvKQ","fQt9QVAZM9PM0wFDdROvWw","FogTa.wmjhVnJCoTiaxvZA","ZAuAwz1ijuydn5yL3q3rzA","qmymSqVwHYRqdwfcBatzpQ","A0X1baHPgw9IiBRivu0G9g","DbEszO3wk1xVmN3pCPob2g","iA8Ve2sZKN5Vz3mYKrtCaQ","FvVSy2r7_zDEhZWqLgjXNQ","jLxeBgWhLRbII2ACkgH1Sg","B_WggEKFq.ZFNui8CHPYvA","gQMAcDm8kv8ev7x2BshMwg","HgdFqAvK31fB9sgBdOzo9g","UE3AvVnaPEBPneVahYT2eA","HI56ArpYEbhEUeRx9Curpw","aD0EslPREWGDlSpD0RMlEg","SwAZBCyFtVo_8vkRbJhdkA","xcmmTXhuMx2fZF2Bt69F4w","olmCDBoMF.EhN8U2livBSg","kj1p6NwUGROOoqNySf0I1Q","wSojc.y.d7MWiGWdy8deCg","plWuv4gda7m0KlqCNhrb4w","r_BrIgzYcwo1NAuG9dLbpg","Tw3miGKZHtmxmaQZIYFRrA","gG9z6zr_49LocyCTvSFg0w","X2SfSzEd3B7WimeZac23zhg","q5xrVJ4kivx_yEfJeOKNYQ","Rg43a31sV7gNLZMjy.ZdCg","eDlgbI0Qg_mmI.Osvci0gw","X6tSvz_21BMo3a4GaItwa0g","E4JyAzB5_2quptwtemyhYA","uKKNw68mZZaa1jcyszEbyA","w8RWhhuKxMiFCpvFvIQ3zg","jTZYireK6pnPb6Rni0jygw","X_u1Bq7QsgMUXSMex8QHqLQ","MM8n7SPaIuMlDGbUM5SZhA","X6Iu4YDjAPrDRRrPCt_E2zA","O7ot_LMlCfLpOP9tBqeNfw","YmOWkved7K8q3eXgf4NNnA","X9a3DrZvpYxVs3k_qwlCNSw","X01fuY2NNscttoTxOYbuZXw","sMzNLdhJZGzYirIWt.fMAg"
"03iMNggjXP2tOkfih15ccA",0,"X7_Loa7mqtny7aNByryxOSA","lTixk1IT.D4hoMZ6LgoyHQ","fQt9QVAZM9PM0wFDdROvWw","y4ETe3DkcIjjr_eyeg5U5g","X7mGZrCzGGjS95SdRtEaGcQ","E4JyAzB5_2quptwtemyhYA","mDR12Hafvr84ctpsV6YLag","A0X1baHPgw9IiBRivu0G9g","gG9z6zr_49LocyCTvSFg0w","ZAuAwz1ijuydn5yL3q3rzA","w8RWhhuKxMiFCpvFvIQ3zg","N5B7OBTyNGgwU_Y2fwNcyw","HgdFqAvK31fB9sgBdOzo9g","Tw3miGKZHtmxmaQZIYFRrA","B_WggEKFq.ZFNui8CHPYvA","xcmmTXhuMx2fZF2Bt69F4w","Vs7gc9EE3k9wARuUcN9piA","jTZYireK6pnPb6Rni0jygw","jLxeBgWhLRbII2ACkgH1Sg","FogTa.wmjhVnJCoTiaxvZA","HI56ArpYEbhEUeRx9Curpw","p5rpYtxS5xPQjt3MXYVEwA","uKKNw68mZZaa1jcyszEbyA","X2iTsRqUsPGRH1li1WVRvKQ","MhiBpIBNTCAm1Xd3WzRzjQ","X0W_pPAiTXgazY2mtX6o0_w","tWiFat101ID5w_wgAPMXhA","X7fxebHYUwIF6CakxSr70iQ","yWUBX9Pe6pzh1PjVj04UmQ","X6tSvz_21BMo3a4GaItwa0g","mnwRtuVQEsIUomBchu0gwg","Sovgwq.E.n6wLqNh3X_rXg","dWrezcuIAO.Ckx1W0gu5jg","HCCg.rVnHQ2FI6lHs_LvUQ","Rg43a31sV7gNLZMjy.ZdCg","X_xAJZOKBMPOe47p1MphB2w","X1BrIPwRhJHOp6yBwjoRtgg","wHVWfC_a6koeiJXAu78e1g","DbEszO3wk1xVmN3pCPob2g","OY0.hYJ2q6WiAqhYnCZZ0w","pQ6e4fjq6kqRqLE6w8CfWQ","szhJLmdLDVFTevm8fu0T4A","UUGoM4q4i8rK2CBRS0xDAw","aD0EslPREWGDlSpD0RMlEg","qmymSqVwHYRqdwfcBatzpQ","hihud..QRriCYZw1zZvW4g","C9ImzBi5fn742ZcAYDww2A","YmOWkved7K8q3eXgf4NNnA","BxCzy1WOVxOrr_G7V4BIvg","q5xrVJ4kivx_yEfJeOKNYQ"
"045lA8joqI1vPm0wLgZPKw",6,"X7mGZrCzGGjS95SdRtEaGcQ","X01fuY2NNscttoTxOYbuZXw","LelAlfuj5oVRF9CQdWLsNQ","FogTa.wmjhVnJCoTiaxvZA","uKKNw68mZZaa1jcyszEbyA","xcmmTXhuMx2fZF2Bt69F4w","X2iTsRqUsPGRH1li1WVRvKQ","HgdFqAvK31fB9sgBdOzo9g","Sovgwq.E.n6wLqNh3X_rXg","X9a3DrZvpYxVs3k_qwlCNSw","fQt9QVAZM9PM0wFDdROvWw","utIA0LyQmwP.9DRyxUe6qQ","FvVSy2r7_zDEhZWqLgjXNQ","y4ETe3DkcIjjr_eyeg5U5g","A0X1baHPgw9IiBRivu0G9g","iA8Ve2sZKN5Vz3mYKrtCaQ","UUGoM4q4i8rK2CBRS0xDAw","SWhHaWFuijy_KDs0zVCJog","jLxeBgWhLRbII2ACkgH1Sg","OY0.hYJ2q6WiAqhYnCZZ0w","Rg43a31sV7gNLZMjy.ZdCg","aD0EslPREWGDlSpD0RMlEg","q5xrVJ4kivx_yEfJeOKNYQ","DgZ.pZUo3drzpiCDlDr9IQ","X1BrIPwRhJHOp6yBwjoRtgg","hihud..QRriCYZw1zZvW4g","jTZYireK6pnPb6Rni0jygw","yWUBX9Pe6pzh1PjVj04UmQ","mnwRtuVQEsIUomBchu0gwg","UE3AvVnaPEBPneVahYT2eA","MS.hfug4QDXqb_Mws3qlzA","w8RWhhuKxMiFCpvFvIQ3zg","X3C5Z9homtzkWHouH2BHXYQ","X8I5U8OQ06nSxX2y4PPOWzQ","mDR12Hafvr84ctpsV6YLag","olmCDBoMF.EhN8U2livBSg","YRyYbOSwvHkZsZOLv98oQg","X_9vGmNrEcLWFOnUzeUdfag","ZAuAwz1ijuydn5yL3q3rzA","NLEe.RzDSU.5BN6xp_WWCw","JyxHvtj.syke7m9rbza7mA","X0W_pPAiTXgazY2mtX6o0_w","YmOWkved7K8q3eXgf4NNnA","E4JyAzB5_2quptwtemyhYA","X7_Loa7mqtny7aNByryxOSA","B_WggEKFq.ZFNui8CHPYvA","gG9z6zr_49LocyCTvSFg0w","Tw3miGKZHtmxmaQZIYFRrA","Cni2l.VKG_pdospJ6xliXQ","r_BrIgzYcwo1NAuG9dLbpg"
"04J_q_VhSBItxNiEAN-gkA",6,"X7mGZrCzGGjS95SdRtEaGcQ","X01fuY2NNscttoTxOYbuZXw","LelAlfuj5oVRF9CQdWLsNQ","FogTa.wmjhVnJCoTiaxvZA","uKKNw68mZZaa1jcyszEbyA","HgdFqAvK31fB9sgBdOzo9g","xcmmTXhuMx2fZF2Bt69F4w","X2iTsRqUsPGRH1li1WVRvKQ","X9a3DrZvpYxVs3k_qwlCNSw","Sovgwq.E.n6wLqNh3X_rXg","utIA0LyQmwP.9DRyxUe6qQ","fQt9QVAZM9PM0wFDdROvWw","FvVSy2r7_zDEhZWqLgjXNQ","y4ETe3DkcIjjr_eyeg5U5g","A0X1baHPgw9IiBRivu0G9g","UUGoM4q4i8rK2CBRS0xDAw","iA8Ve2sZKN5Vz3mYKrtCaQ","SWhHaWFuijy_KDs0zVCJog","jLxeBgWhLRbII2ACkgH1Sg","Rg43a31sV7gNLZMjy.ZdCg","DgZ.pZUo3drzpiCDlDr9IQ","OY0.hYJ2q6WiAqhYnCZZ0w","aD0EslPREWGDlSpD0RMlEg","q5xrVJ4kivx_yEfJeOKNYQ","mnwRtuVQEsIUomBchu0gwg","X1BrIPwRhJHOp6yBwjoRtgg","jTZYireK6pnPb6Rni0jygw","yWUBX9Pe6pzh1PjVj04UmQ","hihud..QRriCYZw1zZvW4g","UE3AvVnaPEBPneVahYT2eA","w8RWhhuKxMiFCpvFvIQ3zg","MS.hfug4QDXqb_Mws3qlzA","X3C5Z9homtzkWHouH2BHXYQ","X8I5U8OQ06nSxX2y4PPOWzQ","mDR12Hafvr84ctpsV6YLag","olmCDBoMF.EhN8U2livBSg","ZAuAwz1ijuydn5yL3q3rzA","YRyYbOSwvHkZsZOLv98oQg","X_9vGmNrEcLWFOnUzeUdfag","NLEe.RzDSU.5BN6xp_WWCw","JyxHvtj.syke7m9rbza7mA","X0W_pPAiTXgazY2mtX6o0_w","YmOWkved7K8q3eXgf4NNnA","E4JyAzB5_2quptwtemyhYA","Tw3miGKZHtmxmaQZIYFRrA","gG9z6zr_49LocyCTvSFg0w","B_WggEKFq.ZFNui8CHPYvA","X_u1Bq7QsgMUXSMex8QHqLQ","X7_Loa7mqtny7aNByryxOSA","Cni2l.VKG_pdospJ6xliXQ"
"05A1WpXkjCbVHCodTSc6sg",9,"y4ETe3DkcIjjr_eyeg5U5g","lTixk1IT.D4hoMZ6LgoyHQ","UUGoM4q4i8rK2CBRS0xDAw","sOYsxYYFl03PhHmz_rBDZQ","Vs7gc9EE3k9wARuUcN9piA","YRyYbOSwvHkZsZOLv98oQg","X7mGZrCzGGjS95SdRtEaGcQ","X2iTsRqUsPGRH1li1WVRvKQ","qmymSqVwHYRqdwfcBatzpQ","hihud..QRriCYZw1zZvW4g","fQt9QVAZM9PM0wFDdROvWw","FogTa.wmjhVnJCoTiaxvZA","A0X1baHPgw9IiBRivu0G9g","ZAuAwz1ijuydn5yL3q3rzA","iA8Ve2sZKN5Vz3mYKrtCaQ","DbEszO3wk1xVmN3pCPob2g","FvVSy2r7_zDEhZWqLgjXNQ","jLxeBgWhLRbII2ACkgH1Sg","gQMAcDm8kv8ev7x2BshMwg","HgdFqAvK31fB9sgBdOzo9g","HI56ArpYEbhEUeRx9Curpw","UE3AvVnaPEBPneVahYT2eA","SwAZBCyFtVo_8vkRbJhdkA","aD0EslPREWGDlSpD0RMlEg","B_WggEKFq.ZFNui8CHPYvA","xcmmTXhuMx2fZF2Bt69F4w","olmCDBoMF.EhN8U2livBSg","kj1p6NwUGROOoqNySf0I1Q","plWuv4gda7m0KlqCNhrb4w","wSojc.y.d7MWiGWdy8deCg","X2SfSzEd3B7WimeZac23zhg","r_BrIgzYcwo1NAuG9dLbpg","gG9z6zr_49LocyCTvSFg0w","q5xrVJ4kivx_yEfJeOKNYQ","Tw3miGKZHtmxmaQZIYFRrA","X6tSvz_21BMo3a4GaItwa0g","Rg43a31sV7gNLZMjy.ZdCg","E4JyAzB5_2quptwtemyhYA","eDlgbI0Qg_mmI.Osvci0gw","jTZYireK6pnPb6Rni0jygw","X_u1Bq7QsgMUXSMex8QHqLQ","uKKNw68mZZaa1jcyszEbyA","MM8n7SPaIuMlDGbUM5SZhA","X6Iu4YDjAPrDRRrPCt_E2zA","YmOWkved7K8q3eXgf4NNnA","w8RWhhuKxMiFCpvFvIQ3zg","X9a3DrZvpYxVs3k_qwlCNSw","X01fuY2NNscttoTxOYbuZXw","O7ot_LMlCfLpOP9tBqeNfw","X7_Loa7mqtny7aNByryxOSA"
"06gL9VaAyAl6WoYVu_nPuA",6,"X7mGZrCzGGjS95SdRtEaGcQ","X01fuY2NNscttoTxOYbuZXw","xcmmTXhuMx2fZF2Bt69F4w","FogTa.wmjhVnJCoTiaxvZA","LelAlfuj5oVRF9CQdWLsNQ","X2iTsRqUsPGRH1li1WVRvKQ","HgdFqAvK31fB9sgBdOzo9g","uKKNw68mZZaa1jcyszEbyA","Sovgwq.E.n6wLqNh3X_rXg","X9a3DrZvpYxVs3k_qwlCNSw","utIA0LyQmwP.9DRyxUe6qQ","FvVSy2r7_zDEhZWqLgjXNQ","fQt9QVAZM9PM0wFDdROvWw","y4ETe3DkcIjjr_eyeg5U5g","A0X1baHPgw9IiBRivu0G9g","SWhHaWFuijy_KDs0zVCJog","iA8Ve2sZKN5Vz3mYKrtCaQ","UUGoM4q4i8rK2CBRS0xDAw","jLxeBgWhLRbII2ACkgH1Sg","OY0.hYJ2q6WiAqhYnCZZ0w","Rg43a31sV7gNLZMjy.ZdCg","DgZ.pZUo3drzpiCDlDr9IQ","mnwRtuVQEsIUomBchu0gwg","aD0EslPREWGDlSpD0RMlEg","X1BrIPwRhJHOp6yBwjoRtgg","jTZYireK6pnPb6Rni0jygw","q5xrVJ4kivx_yEfJeOKNYQ","yWUBX9Pe6pzh1PjVj04UmQ","hihud..QRriCYZw1zZvW4g","MS.hfug4QDXqb_Mws3qlzA","w8RWhhuKxMiFCpvFvIQ3zg","UE3AvVnaPEBPneVahYT2eA","X8I5U8OQ06nSxX2y4PPOWzQ","mDR12Hafvr84ctpsV6YLag","olmCDBoMF.EhN8U2livBSg","X3C5Z9homtzkWHouH2BHXYQ","X0W_pPAiTXgazY2mtX6o0_w","ZAuAwz1ijuydn5yL3q3rzA","YRyYbOSwvHkZsZOLv98oQg","JyxHvtj.syke7m9rbza7mA","NLEe.RzDSU.5BN6xp_WWCw","YmOWkved7K8q3eXgf4NNnA","X_9vGmNrEcLWFOnUzeUdfag","HI56ArpYEbhEUeRx9Curpw","Tw3miGKZHtmxmaQZIYFRrA","X_u1Bq7QsgMUXSMex8QHqLQ","X7_Loa7mqtny7aNByryxOSA","r_BrIgzYcwo1NAuG9dLbpg","E4JyAzB5_2quptwtemyhYA","B_WggEKFq.ZFNui8CHPYvA"
"06TjiB7kFn_XnlhxkiEKwQ",1,"qmymSqVwHYRqdwfcBatzpQ","X1BrIPwRhJHOp6yBwjoRtgg","X8olG8J91NG_QU92WHG5QfA","Sovgwq.E.n6wLqNh3X_rXg","NLEe.RzDSU.5BN6xp_WWCw","Cni2l.VKG_pdospJ6xliXQ","FvVSy2r7_zDEhZWqLgjXNQ","DzKl51tivGJMLiNsQqf38w","z6.reuC5BYf_Rth9gMBfgQ","Rg43a31sV7gNLZMjy.ZdCg","kj1p6NwUGROOoqNySf0I1Q","X9a3DrZvpYxVs3k_qwlCNSw","mDR12Hafvr84ctpsV6YLag","DbEszO3wk1xVmN3pCPob2g","RtnTbhWYw4QjKhoTBV37OA","wHVWfC_a6koeiJXAu78e1g","X6Iu4YDjAPrDRRrPCt_E2zA","X3C5Z9homtzkWHouH2BHXYQ","HI56ArpYEbhEUeRx9Curpw","dUffgo9Lh_Vk9TLuFR5ywg","lTixk1IT.D4hoMZ6LgoyHQ","X0w3BdEOxvwKTpypwbN5kiQ","X_9vGmNrEcLWFOnUzeUdfag","YmOWkved7K8q3eXgf4NNnA","gQMAcDm8kv8ev7x2BshMwg","utIA0LyQmwP.9DRyxUe6qQ","X7mGZrCzGGjS95SdRtEaGcQ","snw9iNNLpFYZeHotW00uVA","q5xrVJ4kivx_yEfJeOKNYQ","iBihgoxc6Ot7m2D4D3z0QA","X7_Loa7mqtny7aNByryxOSA","AfN3Z1U6QPEgAb5F2CQm8w","LelAlfuj5oVRF9CQdWLsNQ","uKKNw68mZZaa1jcyszEbyA","r_BrIgzYcwo1NAuG9dLbpg","oryS4vX0xkKC4tOekgowDQ","E4JyAzB5_2quptwtemyhYA","oWTn2IzrprsRkPfULtjZtQ","X01fuY2NNscttoTxOYbuZXw","wSojc.y.d7MWiGWdy8deCg","JFaTPxWQC14VmFnXLv7W1g","gG9z6zr_49LocyCTvSFg0w","fQt9QVAZM9PM0wFDdROvWw","P7pxQFqr7yBKMMI2J51udw","dWrezcuIAO.Ckx1W0gu5jg","mnwRtuVQEsIUomBchu0gwg","X2iTsRqUsPGRH1li1WVRvKQ","X_w5hBpkjHs5_Hv3pLeHtIw","hihud..QRriCYZw1zZvW4g","OGRB__fguKfGpPdH7FvBDA"
"06xIElWq6CAvmtk1xHJWNA",0,"X7_Loa7mqtny7aNByryxOSA","lTixk1IT.D4hoMZ6LgoyHQ","fQt9QVAZM9PM0wFDdROvWw","y4ETe3DkcIjjr_eyeg5U5g","X7mGZrCzGGjS95SdRtEaGcQ","E4JyAzB5_2quptwtemyhYA","A0X1baHPgw9IiBRivu0G9g","mDR12Hafvr84ctpsV6YLag","ZAuAwz1ijuydn5yL3q3rzA","gG9z6zr_49LocyCTvSFg0w","w8RWhhuKxMiFCpvFvIQ3zg","HgdFqAvK31fB9sgBdOzo9g","xcmmTXhuMx2fZF2Bt69F4w","N5B7OBTyNGgwU_Y2fwNcyw","jTZYireK6pnPb6Rni0jygw","Tw3miGKZHtmxmaQZIYFRrA","Vs7gc9EE3k9wARuUcN9piA","HI56ArpYEbhEUeRx9Curpw","B_WggEKFq.ZFNui8CHPYvA","p5rpYtxS5xPQjt3MXYVEwA","jLxeBgWhLRbII2ACkgH1Sg","FogTa.wmjhVnJCoTiaxvZA","X7fxebHYUwIF6CakxSr70iQ","X0W_pPAiTXgazY2mtX6o0_w","X2iTsRqUsPGRH1li1WVRvKQ","MhiBpIBNTCAm1Xd3WzRzjQ","yWUBX9Pe6pzh1PjVj04UmQ","tWiFat101ID5w_wgAPMXhA","X6tSvz_21BMo3a4GaItwa0g","mnwRtuVQEsIUomBchu0gwg","uKKNw68mZZaa1jcyszEbyA","HCCg.rVnHQ2FI6lHs_LvUQ","dWrezcuIAO.Ckx1W0gu5jg","Sovgwq.E.n6wLqNh3X_rXg","Rg43a31sV7gNLZMjy.ZdCg","DbEszO3wk1xVmN3pCPob2g","X_xAJZOKBMPOe47p1MphB2w","OY0.hYJ2q6WiAqhYnCZZ0w","wHVWfC_a6koeiJXAu78e1g","X1BrIPwRhJHOp6yBwjoRtgg","aD0EslPREWGDlSpD0RMlEg","C9ImzBi5fn742ZcAYDww2A","szhJLmdLDVFTevm8fu0T4A","UUGoM4q4i8rK2CBRS0xDAw","pQ6e4fjq6kqRqLE6w8CfWQ","qmymSqVwHYRqdwfcBatzpQ","hihud..QRriCYZw1zZvW4g","BxCzy1WOVxOrr_G7V4BIvg","MS.hfug4QDXqb_Mws3qlzA","q5xrVJ4kivx_yEfJeOKNYQ"
"09Jn_afJxwZ20eukds1nxA",6,"X7mGZrCzGGjS95SdRtEaGcQ","X01fuY2NNscttoTxOYbuZXw","FogTa.wmjhVnJCoTiaxvZA","LelAlfuj5oVRF9CQdWLsNQ","xcmmTXhuMx2fZF2Bt69F4w","HgdFqAvK31fB9sgBdOzo9g","X2iTsRqUsPGRH1li1WVRvKQ","uKKNw68mZZaa1jcyszEbyA","X9a3DrZvpYxVs3k_qwlCNSw","Sovgwq.E.n6wLqNh3X_rXg","utIA0LyQmwP.9DRyxUe6qQ","fQt9QVAZM9PM0wFDdROvWw","A0X1baHPgw9IiBRivu0G9g","FvVSy2r7_zDEhZWqLgjXNQ","y4ETe3DkcIjjr_eyeg5U5g","iA8Ve2sZKN5Vz3mYKrtCaQ","SWhHaWFuijy_KDs0zVCJog","UUGoM4q4i8rK2CBRS0xDAw","jLxeBgWhLRbII2ACkgH1Sg","OY0.hYJ2q6WiAqhYnCZZ0w","Rg43a31sV7gNLZMjy.ZdCg","DgZ.pZUo3drzpiCDlDr9IQ","X1BrIPwRhJHOp6yBwjoRtgg","q5xrVJ4kivx_yEfJeOKNYQ","aD0EslPREWGDlSpD0RMlEg","jTZYireK6pnPb6Rni0jygw","mnwRtuVQEsIUomBchu0gwg","yWUBX9Pe6pzh1PjVj04UmQ","hihud..QRriCYZw1zZvW4g","UE3AvVnaPEBPneVahYT2eA","MS.hfug4QDXqb_Mws3qlzA","w8RWhhuKxMiFCpvFvIQ3zg","X8I5U8OQ06nSxX2y4PPOWzQ","mDR12Hafvr84ctpsV6YLag","X0W_pPAiTXgazY2mtX6o0_w","X3C5Z9homtzkWHouH2BHXYQ","olmCDBoMF.EhN8U2livBSg","X_9vGmNrEcLWFOnUzeUdfag","ZAuAwz1ijuydn5yL3q3rzA","YRyYbOSwvHkZsZOLv98oQg","NLEe.RzDSU.5BN6xp_WWCw","JyxHvtj.syke7m9rbza7mA","YmOWkved7K8q3eXgf4NNnA","HI56ArpYEbhEUeRx9Curpw","X_u1Bq7QsgMUXSMex8QHqLQ","X7_Loa7mqtny7aNByryxOSA","E4JyAzB5_2quptwtemyhYA","B_WggEKFq.ZFNui8CHPYvA","Tw3miGKZHtmxmaQZIYFRrA","r_BrIgzYcwo1NAuG9dLbpg"
"0A9i7xt77g1PYS7j219XcQ",5,"fQt9QVAZM9PM0wFDdROvWw","A0X1baHPgw9IiBRivu0G9g","iA8Ve2sZKN5Vz3mYKrtCaQ","hihud..QRriCYZw1zZvW4g","ZAuAwz1ijuydn5yL3q3rzA","X1BrIPwRhJHOp6yBwjoRtgg","HgdFqAvK31fB9sgBdOzo9g","X7mGZrCzGGjS95SdRtEaGcQ","p5rpYtxS5xPQjt3MXYVEwA","jLxeBgWhLRbII2ACkgH1Sg","xcmmTXhuMx2fZF2Bt69F4w","y4ETe3DkcIjjr_eyeg5U5g","NLEe.RzDSU.5BN6xp_WWCw","X2SfSzEd3B7WimeZac23zhg","FogTa.wmjhVnJCoTiaxvZA","Vs7gc9EE3k9wARuUcN9piA","gG9z6zr_49LocyCTvSFg0w","B_WggEKFq.ZFNui8CHPYvA","E4JyAzB5_2quptwtemyhYA","X7_Loa7mqtny7aNByryxOSA","fT6Uwl6abRQfiNgxre_qbg","aD0EslPREWGDlSpD0RMlEg","SWhHaWFuijy_KDs0zVCJog","X0W_pPAiTXgazY2mtX6o0_w","r_BrIgzYcwo1NAuG9dLbpg","q5xrVJ4kivx_yEfJeOKNYQ","X2iTsRqUsPGRH1li1WVRvKQ","sOYsxYYFl03PhHmz_rBDZQ","uKKNw68mZZaa1jcyszEbyA","DzKl51tivGJMLiNsQqf38w","utIA0LyQmwP.9DRyxUe6qQ","X9a3DrZvpYxVs3k_qwlCNSw","gQMAcDm8kv8ev7x2BshMwg","jTZYireK6pnPb6Rni0jygw","qmymSqVwHYRqdwfcBatzpQ","JFaTPxWQC14VmFnXLv7W1g","mDR12Hafvr84ctpsV6YLag","Tw3miGKZHtmxmaQZIYFRrA","LelAlfuj5oVRF9CQdWLsNQ","mnwRtuVQEsIUomBchu0gwg","GIfZNMP0oIJCje_Xp0Bgrw","X_9vGmNrEcLWFOnUzeUdfag","X_xAJZOKBMPOe47p1MphB2w","lTixk1IT.D4hoMZ6LgoyHQ","X6Iu4YDjAPrDRRrPCt_E2zA","OY0.hYJ2q6WiAqhYnCZZ0w","OjApDLQUPV8c_yPCg8xZog","HI56ArpYEbhEUeRx9Curpw","kj1p6NwUGROOoqNySf0I1Q","X8olG8J91NG_QU92WHG5QfA"
